City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
589,Palmaner,IN,73.87,overcast clouds,13.2,78.75,NEW Vivekananda Lodge
590,Mount Isa,AU,69.57,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
592,Atambua,ID,79.23,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
595,Auki,SB,85.19,overcast clouds,-8.7676,160.7034,Auki Motel
598,Teluk Nibung,ID,77.49,light rain,3.001,99.8164,Hotel Assyifa
602,Along,IN,72.19,overcast clouds,28.1667,94.7667,Hotel West
603,Kavieng,PG,83.57,clear sky,-2.5744,150.7967,Nusa Island Retreat
604,Ixtapa,MX,84.22,broken clouds,20.7,-105.2,hotel la terminal
605,Bulungu,CD,70.92,scattered clouds,-4.55,18.6,Maison MC Michel
606,Erenhot,CN,71.58,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
607,Gladstone,AU,71.53,overcast clouds,-23.85,151.25,Highpoint International Hotel
608,Sohag,EG,80.01,clear sky,26.557,31.6948,Civil Registry - Sohag 1
609,Kisangani,CD,68.97,overcast clouds,0.5167,25.2,Grand Ramela Hotel
610,Cedar City,US,68.97,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
612,Anzio,IT,76.1,clear sky,41.4853,12.6179,Hotel Lido Garda
613,Krasnokamensk,RU,70.47,overcast clouds,50.0979,118.0369,Tsentral'naya
619,Alice Springs,AU,69.22,clear sky,-23.7,133.8833,Desert Palms Alice Springs
621,Alta Floresta,BR,72.75,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
623,Mokhsogollokh,RU,77.29,few clouds,61.4681,128.9203,
625,Metro,ID,78.15,few clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
628,Quatre Cocos,MU,66.09,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
631,Makakilo City,US,82.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
632,Tabou,CI,77.18,broken clouds,4.423,-7.3528,hotêl doufoulougou
634,Santa Elena,EC,69.49,scattered clouds,-2.2333,-80.85,HOTEL CISNE II
635,Fort Payne,US,74.41,clear sky,34.4442,-85.7197,"Holiday Inn Express & Suites Fort Payne, an IHG Hotel"
638,Labuhan,ID,79.34,broken clouds,-6.8844,112.2051,DoubleFAG
640,Manicore,BR,75.78,scattered clouds,-5.8092,-61.3003,Hotel Durval
641,San Jose,US,83.52,few clouds,37.3394,-121.895,The Westin San Jose
643,Aitape,PG,84.15,scattered clouds,-3.1374,142.3475,
644,Camocim,BR,76.57,clear sky,-2.9022,-40.8411,Ilha Praia Hotel
645,College,US,70.59,shower rain,64.8569,-147.8028,Pike's Waterfront Lodge
647,Urubicha,BO,69.71,clear sky,-15.3833,-62.95,
651,Stabat,ID,75.4,overcast clouds,3.761,98.4513,Link VII damai
652,Issaquah,US,67.68,overcast clouds,47.5301,-122.0326,Hilton Garden Inn Seattle/Issaquah
653,Chifeng,CN,84.33,broken clouds,42.2683,118.9636,Junyu Tiancheng Hotel
654,Mizdah,LY,68.77,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
655,Kimbe,PG,85.24,light rain,-5.5502,150.1429,Kimbe Bay Hotel
656,Ardakan,IR,80.46,clear sky,32.31,54.0175,Ardakan Hotel
657,Aswan,EG,84.38,scattered clouds,24.0934,32.907,Nuba Nile
658,Shellbrook,CA,67.89,overcast clouds,53.2168,-106.4011,Shellbrook Hotel
659,Pimenteiras,BR,76.98,scattered clouds,-6.2453,-41.4192,Hotel rotativo pimentas
661,Inhambane,MZ,66.36,clear sky,-23.865,35.3833,Oceano
666,Olinda,BR,76.73,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
669,Seoul,KR,78.19,scattered clouds,37.5683,126.9778,롯데호텔 서울
670,Sidi Ali,DZ,75.09,overcast clouds,36.0998,0.4206,Complexe touristique haje bezine
671,Tiarei,PF,84.22,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
672,Naze,JP,78.64,overcast clouds,28.3667,129.4833,Shishime Hotel
673,Lokosovo,RU,66.56,clear sky,61.1333,74.8167,
674,Bilma,NE,87.94,clear sky,18.6853,12.9164,Expeditions Ténére voyages
675,Dakar,SN,79.68,light rain,14.6937,-17.4441,Novotel Dakar
676,Uchiza,PE,69.35,scattered clouds,-8.4592,-76.4633,Hotel San Pedro
679,Itarema,BR,78.64,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
680,La Asuncion,VE,77.94,clear sky,11.0333,-63.8628,Colinas de Matasiete
681,Shirokiy,RU,65.8,overcast clouds,49.758,129.523,
682,Darnah,LY,72.79,clear sky,32.767,22.6367,فندق الفردوس
683,Hattiesburg,US,88.29,clear sky,31.3271,-89.2903,Quality Inn & Suites
685,Miramar,US,85.01,few clouds,25.9873,-80.2323,Stadium Hotel
686,Centralina,BR,70.68,clear sky,-18.5839,-49.1994,MM Plaza Hotel
688,Anahuac,MX,94.05,clear sky,27.2333,-100.15,HOTEL SAN FELIPE
689,Calabozo,VE,79.3,broken clouds,8.9242,-67.4293,Hotel Giardini
690,Logrono,ES,67.5,clear sky,42.4667,-2.45,Hotel Gran Vía Logroño
691,Wilmington,US,75.85,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
692,Makokou,GA,67.82,overcast clouds,0.5738,12.8642,Hôtel
693,Maiduguri,NG,80.02,overcast clouds,11.8464,13.1603,Kagel Mari Police Station
694,Urumqi,CN,74.35,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
698,Gilbues,BR,73.18,few clouds,-9.8317,-45.3439,Hotel Camapuã
699,Zhicheng,CN,76.91,overcast clouds,30.2956,111.5047,Wangjiang Building
700,Shunyi,CN,78.75,few clouds,40.125,116.6453,Beijing Mingchen Holiday Hotel
701,Ozark,US,80.85,clear sky,37.0209,-93.206,Days Inn by Wyndham Ozark Springfield
702,Mana,GF,77.34,overcast clouds,5.6592,-53.7767,LE SAMANA
704,Porto Nacional,BR,74.21,overcast clouds,-10.7081,-48.4172,Vila Real Hotel
707,Date,JP,67.3,clear sky,42.4681,140.8681,静香荘
